"2007-01-12","09:30","USD","Retail Sales m/m","H","0.9%","0.6%","1.0%","","140","3","1","3293"
"2007-01-12","11:00","USD","Business Inventories m/m","M","0.4%","0.4%","0.2%","0.4%","140","2","1","3295"
"2007-01-12","15:00","USD","Federal Budget Balance","M","44.5B","25.6B","-75.6B","","140","2","1","10917"
"2007-01-14","19:30","AUD","MI Inflation Gauge m/m","L","0.3%","","0.2%","","146","1","1","3338"
"2007-01-14","19:50","JPY","Core Machinery Orders m/m","M","3.8%","4.2%","2.8%","","145","2","1","3398"
"2007-01-14","20:30","AUD","Home Loans m/m","M","-0.6%","0.0%","-0.2%","-0.1%","146","2","1","10266"
"2007-01-14","22:00","CNY","M2 Money Supply y/y","L","16.9%","16.7%","16.8%","","148","1","1","24236"
"2007-01-14","22:00","CNY","New Loans","M","214B","","194B","","148","2","1","24331"
"2007-01-15","00:01","USD","Bank Holiday <<AllDay>>","L","","","","","140","1","1","3343"
"2007-01-15","05:00","EUR","Italian Industrial Production m/m","L","-0.3%","0.3%","0.6%","","142","1","1","3339"
"2007-01-15","05:15","CNY","Foreign Direct Investment ytd/y","L","4.2%","","2.1%","","148","1","1","19282"
"2007-01-15","05:30","EUR","Sentix Investor Confidence","L","29.5","30.2","29.1","","142","1","1","11281"
"2007-01-15","05:30","GBP","HPI y/y","L","8.9%","9.1%","8.6%","","143","1","1","9338"
"2007-01-15","05:30","GBP","PPI Input m/m","H","0.1%","0.2%","0.1%","","143","3","1","3340"
"2007-01-15","05:30","GBP","PPI Output m/m","L","0.2%","0.0%","0.0%","","143","1","1","3341"
"2007-01-15","06:00","EUR","Industrial Production m/m","M","0.2%","0.6%","-0.2%","-0.1%","142","2","1","3342"
"2007-01-15","09:30","CAD","New Motor Vehicle Sales m/m","L","3.0%","3.0%","-1.9%","-1.6%","141","1","1","3399"
"2007-01-15","17:00","NZD","NZIER Business Confidence","H","3","","-19","","147","3","1","10492"
"2007-01-15","19:50","JPY","CGPI y/y","L","2.5%","2.5%","2.7%","","145","1","1","3345"
"2007-01-15","20:01","GBP","RICS House Price Balance","M","37%","46%","47%","","143","2","1","3347"
"2007-01-16","00:30","JPY","Revised Industrial Production m/m","L","0.8%","0.7%","0.7%","","145","1","1","9999"
"2007-01-16","05:30","GBP","Core CPI y/y","M","1.8%","1.7%","1.6%","","143","2","1","3349"
"2007-01-16","05:30","GBP","CPI y/y","H","3.0%","2.8%","2.7%","","143","3","1","3348"
"2007-01-16","05:30","GBP","RPI y/y","L","4.4%","4.2%","3.9%","","143","1","1","3350"
"2007-01-16","06:00","EUR","German ZEW Economic Sentiment","M","-3.6","-12.0","-19.0","","142","2","1","3351"
"2007-01-16","06:00","EUR","ZEW Economic Sentiment","L","-1.8","-5.0","-3.0","","142","1","1","3352"
"2007-01-16","08:00","GBP","MPC Member Sentance Speaks","M","","","","","143","2","1","9297"
"2007-01-16","09:30","USD","Empire State Manufacturing Index","M","9.1","18.0","23.1","","140","2","1","3353"
"2007-01-16","10:00","CAD","BOC Rate Statement","H","","","","","141","3","1","7983"
"2007-01-16","10:00","CAD","Overnight Rate","H","4.25%","4.25%","4.25%","","141","3","1","3354"
"2007-01-16","17:45","NZD","CPI q/q","H","-0.2%","-0.1%","0.7%","","147","3","1","3355"
"2007-01-16","17:45","NZD","FPI m/m","L","-0.5%","","0.1%","","147","1","1","3356"
"2007-01-16","19:30","AUD","MI Leading Index m/m","L","0.5%","","0.5%","","146","1","1","10431"
"2007-01-16","19:50","JPY","Current Account","L","1.95T","2.10T","2.02T","","145","1","1","9805"
"2007-01-17","01:00","JPY","Household Confidence","L","45.9","48.0","48.7","","145","1","1","3358"
"2007-01-17","03:00","EUR","German Final CPI m/m","L","0.8%","0.8%","0.8%","","142","1","1","3359"
"2007-01-17","05:30","GBP","Average Earnings Index 3m/y","M","4.1%","4.2%","4.1%","","143","2","1","3361"
"2007-01-17","05:30","GBP","Claimant Count Change","H","-5.5K","-5.0K","-7.9K","-5.7K","143","3","1","3360"
"2007-01-17","05:30","GBP","Unemployment Rate","L","5.5%","5.5%","5.5%","","143","1","1","3362"
"2007-01-17","06:00","EUR","Core CPI y/y","L","1.5%","1.5%","1.5%","","142","1","1","9530"
"2007-01-17","06:00","EUR","CPI y/y","L","1.9%","1.9%","1.9%","","142","1","1","9529"
"2007-01-17","06:00","EUR","Trade Balance","L","4.5B","2.5B","2.4B","1.7B","142","1","1","3364"
"2007-01-17","09:30","USD","Core PPI m/m","M","0.2%","0.1%","1.3%","","140","2","1","3366"
"2007-01-17","09:30","USD","PPI m/m","H","0.9%","0.6%","2.0%","","140","3","1","3365"
"2007-01-17","10:00","USD","TIC Long-Term Purchases","H","68.4B","82.5B","89.3B","82.3B","140","3","1","3367"
"2007-01-17","10:15","USD","Capacity Utilization Rate","M","81.8%","81.8%","81.6%","81.8%","140","2","1","3369"
"2007-01-17","10:15","USD","Industrial Production m/m","M","0.4%","0.1%","-0.1%","0.2%","140","2","1","3368"
"2007-01-17","14:00","USD","FOMC Member Mishkin Speaks","M","","","","","140","2","1","3374"
"2007-01-17","14:00","USD","NAHB Housing Market Index","L","35","33","33","32","140","1","1","3370"
"2007-01-17","15:00","USD","Beige Book","M","","","","","140","2","1","3371"
"2007-01-17","19:50","JPY","Tertiary Industry Activity m/m","M","-0.3%","0.0%","2.1%","","145","2","1","3373"
"2007-01-17","20:30","AUD","RBA Bulletin","L","","","","","146","1","1","11012"
"2007-01-18","00:00","JPY","Overnight Call Rate","H","0.25%","0.50%","0.25%","","145","3","1","3372"
"2007-01-18","02:00","JPY","BOJ Monthly Report","L","","","","","145","1","1","11027"
"2007-01-18","02:30","JPY","BOJ Press Conference","M","","","","","145","2","1","8351"
"2007-01-18","04:15","CHF","Retail Sales y/y","M","3.3%","1.6%","0.6%","","144","2","1","3377"
"2007-01-18","05:00","EUR","Italian Trade Balance","L","-0.92B","-1.12B","-0.86B","-0.83B","142","1","1","9160"
"2007-01-18","05:37","EUR","Spanish 10-y Bond Auction","L","4.10|2.3","","3.99|1.8","","142","1","1","43312"
"2007-01-18","06:00","CHF","ZEW Economic Expectations","M","-10.8","","-23.7","","144","2","1","10499"
"2007-01-18","06:00","EUR","ECB Monthly Bulletin","M","","","","","142","2","1","8460"
"2007-01-18","07:00","GBP","MPC Member Besley Speaks","M","","","","","143","2","1","9292"
"2007-01-18","09:30","CAD","Foreign Securities Purchases","M","11.00B","-2.48B","-4.18B","-5.00B","141","2","1","3387"
"2007-01-18","09:30","CAD","Manufacturing Sales m/m","M","2.3%","2.0%","0.2%","-0.1%","141","2","1","11232"
"2007-01-18","09:30","USD","Building Permits","M","1.60M","1.53M","1.51M","","140","2","1","3385"
"2007-01-18","09:30","USD","Core CPI m/m","H","0.2%","0.2%","0.0%","","140","3","1","3383"
"2007-01-18","09:30","USD","CPI m/m","M","0.5%","0.5%","0.0%","","140","2","1","3382"
"2007-01-18","09:30","USD","Housing Starts","M","1.64M","1.57M","1.57M","1.59M","140","2","1","3384"
"2007-01-18","09:30","USD","Unemployment Claims","L","290K","315K","298K","299K","140","1","1","3386"
"2007-01-18","11:00","USD","Fed Chairman Bernanke Testifies","H","","","","","140","3","1","3381"
"2007-01-18","11:30","CAD","BOC Monetary Policy Report","H","","","","","141","3","1","3402"
"2007-01-18","11:30","USD","Crude Oil Inventories","L","6.8M","0.1M","-5.0M","","140","1","1","3388"
"2007-01-18","11:30","USD","Natural Gas Storage","L","-89B","-79B","-49B","","140","1","1","8324"
"2007-01-18","12:15","CAD","BOC Press Conference","H","","","","","141","3","1","13110"
"2007-01-18","13:00","USD","Philly Fed Manufacturing Index","M","8.3","3.0","-4.3","","140","2","1","3389"
"2007-01-18","17:45","NZD","Core Retail Sales m/m","H","-0.1%","0.1%","0.1%","0.2%","147","3","1","8973"
"2007-01-18","17:45","NZD","Retail Sales m/m","H","-0.2%","0.0%","0.3%","","147","3","1","3390"
"2007-01-18","20:30","AUD","Import Prices q/q","L","-3.2%","-1.5%","-0.3%","","146","1","1","3391"
"2007-01-19","05:30","GBP","M4 Money Supply m/m","L","0.9%","0.6%","0.5%","","143","1","1","11776"
"2007-01-19","05:30","GBP","Public Sector Net Borrowing","L","7.2B","7.4B","11.2B","9.9B","143","1","1","3393"
"2007-01-19","05:30","GBP","Retail Sales m/m","H","1.1%","0.5%","0.2%","0.3%","143","3","1","3392"
"2007-01-19","09:30","CAD","Wholesale Sales m/m","M","0.1%","0.5%","-0.4%","-0.2%","141","2","1","3394"
"2007-01-19","11:00","USD","Prelim UoM Consumer Sentiment","H","98.0","92.5","91.7","90.2","140","3","1","3395"
"2007-01-19","11:00","USD","Prelim UoM Inflation Expectations","L","3.0%","","2.9%","","140","1","1","9950"
"2007-01-21","20:01","GBP","Rightmove HPI m/m","L","0.5%","","-0.3%","","143","1","1","3415"
"2007-01-21","20:30","AUD","New Motor Vehicle Sales m/m","L","0.8%","","-0.7%","-0.9%","146","1","1","3456"
"2007-01-21","20:30","AUD","PPI q/q","H","0.2%","0.2%","1.0%","","146","3","1","3416"
"2007-01-22","03:00","EUR","German PPI m/m","L","0.0%","0.1%","0.0%","","142","1","1","3417"
"2007-01-22","04:15","CHF","PPI m/m","M","0.0%","0.1%","0.0%","","144","2","1","3450"
"2007-01-23","02:45","EUR","French Consumer Spending m/m","M","1.3%","0.3%","0.9%","","142","2","1","11249"
"2007-01-23","06:00","EUR","Industrial New Orders m/m","M","1.4%","1.0%","-0.5%","-0.6%","142","2","1","3451"
"2007-01-23","07:00","GBP","CBI Industrial Order Expectations","M","-9","-5","-5","","143","2","1","3452"
"2007-01-23","08:00","CAD","Core CPI m/m","H","-0.2%","0.0%","0.3%","","141","3","1","3422"
"2007-01-23","08:00","CAD","CPI m/m","M","0.2%","0.2%","0.2%","","141","2","1","3421"
"2007-01-23","09:30","CAD","Core Retail Sales m/m","H","0.1%","0.5%","-0.8%","-0.7%","141","3","1","3420"
"2007-01-23","09:30","CAD","Leading Index m/m","L","0.3%","0.4%","0.5%","","141","1","1","3423"
"2007-01-23","09:30","CAD","Retail Sales m/m","M","0.2%","0.9%","-0.8%","-0.7%","141","2","1","3419"
"2007-01-23","11:00","USD","CB Leading Index m/m","L","0.3%","0.2%","0.0%","0.1%","140","1","1","3418"
"2007-01-23","11:00","USD","Richmond Manufacturing Index","L","-11","-8","-6","","140","1","1","3453"
"2007-01-23","15:00","GBP","BOE Gov King Speaks","M","","","","","143","2","1","3457"
"2007-01-23","19:00","AUD","CB Leading Index m/m","L","0.2%","","0.3%","","146","1","1","3454"
"2007-01-23","19:50","JPY","All Industries Activity m/m","L","-0.2%","0.0%","1.7%","","145","1","1","3424"
"2007-01-23","19:50","JPY","Monetary Policy Meeting Minutes","M","","","","","145","2","1","10390"
"2007-01-23","20:30","AUD","CPI q/q","H","-0.1%","0.2%","0.9%","","146","3","1","3425"
"2007-01-23","20:30","AUD","Trimmed Mean CPI q/q","M","0.5%","0.7%","0.7%","","146","2","1","8744"
"2007-01-23","21:00","NZD","Credit Card Spending y/y","L","10.1%","","7.8%","","147","1","1","9593"
"2007-01-24","00:01","ALL","WEF Annual Meetings <<Day1>>","M","","","","","139","2","1","15602"
"2007-01-24","05:30","GBP","Index of Services 3m/3m","L","1.0%","0.9%","1.0%","0.9%","143","1","1","3459"
"2007-01-24","05:30","GBP","MPC Meeting Minutes","H","5-0-4","8-0-1","0-0-9","","143","3","1","3427"
"2007-01-24","05:30","GBP","Prelim GDP q/q","H","0.8%","0.7%","0.7%","","143","3","1","3426"
"2007-01-24","06:12","EUR","German 30-y Bond Auction","L","4.11|1.2","","4.23|1.5","","142","1","1","43163"
"2007-01-24","10:00","EUR","Belgium NBB Business Climate","M","2.1","2.6","2.5","","142","2","1","10510"
"2007-01-24","11:30","USD","Crude Oil Inventories","L","0.7M","1.3M","6.8M","","140","1","1","3448"
"2007-01-24","16:00","NZD","Official Cash Rate","H","7.25%","7.25%","7.25%","","147","3","1","3428"
"2007-01-24","16:00","NZD","RBNZ Rate Statement","H","","","","","147","3","1","7999"
"2007-01-24","19:00","NZD","Business NZ Manufacturing Index","L","54.2","","55.1","55.4","147","1","1","9206"
"2007-01-24","19:50","JPY","Trade Balance","L","0.66T","0.87T","0.98T","0.99T","145","1","1","3357"
"2007-01-24","22:00","CNY","CPI y/y","M","2.8%","1.9%","1.9%","","148","2","1","18539"
"2007-01-24","22:00","CNY","Fixed Asset Investment ytd/y","M","24.5%","26.3%","26.6%","","148","2","1","19727"
"2007-01-24","22:00","CNY","GDP q/y","H","10.4%","10.2%","10.6%","10.4%","148","3","1","18423"
"2007-01-24","22:00","CNY","Industrial Production y/y","H","14.7%","15.0%","14.9%","","148","3","1","18472"
"2007-01-24","22:00","CNY","NBS Press Conference","M","","","","","148","2","1","23225"
"2007-01-24","22:00","CNY","PPI y/y","M","3.1%","2.9%","2.8%","","148","2","1","18557"
"2007-01-24","22:00","CNY","Retail Sales y/y","L","14.6%","14.3%","14.1%","","148","1","1","23265"
"2007-01-25","00:01","ALL","WEF Annual Meetings <<Day2>>","M","","","","","139","2","1","15603"
"2007-01-25","00:01","AUD","Bank Holiday <<AllDay>>","L","","","","","146","1","1","12134"
"2007-01-25","03:00","EUR","GfK German Consumer Climate","L","4.8","8.6","8.5","8.7","142","1","1","3441"
"2007-01-25","05:00","EUR","Current Account","L","-2.0B","0.7B","1.8B","0.0B","142","1","1","3446"
"2007-01-25","05:00","EUR","German Ifo Business Climate","H","107.9","108.9","108.7","","142","3","1","3444"
"2007-01-25","06:00","EUR","Italian Retail Sales m/m","L","0.3%","0.1%","-0.1%","","142","1","1","3499"
"2007-01-25","09:30","USD","Unemployment Claims","L","325K","310K","289K","290K","140","1","1","3430"
"2007-01-25","11:00","USD","Existing Home Sales","H","6.22M","6.25M","6.27M","6.28M","140","3","1","3431"
"2007-01-25","11:30","USD","Natural Gas Storage","L","-179B","-174B","-89B","","140","1","1","8323"
"2007-01-25","19:00","NZD","RBNZ Gov Bollard Speaks","M","","","","","147","2","1","8437"
"2007-01-25","19:30","JPY","National Core CPI y/y","L","0.1%","0.2%","0.2%","","145","1","1","3436"
"2007-01-25","19:30","JPY","Tokyo Core CPI y/y","M","0.2%","0.2%","0.2%","","145","2","1","3438"
"2007-01-25","19:50","JPY","CSPI y/y","L","0.2%","-0.1%","-0.1%","","145","1","1","3443"
"2007-01-26","00:01","ALL","WEF Annual Meetings <<Day3>>","M","","","","","139","2","1","15604"
"2007-01-26","03:00","EUR","German Import Prices m/m","L","-0.3%","0.1%","-0.4%","","142","1","1","3440"
"2007-01-26","05:00","CHF","UBS Consumption Indicator","M","1.90","","1.89","","144","2","1","3442"
